anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,るろうに剣心―明治剣客浪漫譚―追憶編,8.71,"Action, Drama, Romance","When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.",OVA,4.0,"Feb 20, 1999 to Sep 22, 1999",UNKNOWN,Finished Airing,Aniplex,"ADV Films, Aniplex of America",Studio Deen,Manga,29 min per ep,R - 17+ (violence & profanity),48.0,834,6137,134133.0,268621,https://cdn.myanimelist.net/images/anime/1391/120839.jpg
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,8.29,"Action, Adventure, Comedy, Romance","In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.

Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.

Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?",TV,94.0,"Jan 10, 1996 to Sep 8, 1998",winter 1996,Finished Airing,"Aniplex, SME Visual Works, Fuji TV","Media Blasters, Aniplex of America","Gallop, Studio Deen",Manga,25 min per ep,PG-13 - Teens 13 or older,249.0,432,9907,230278.0,477389,https://cdn.myanimelist.net/images/anime/1346/119505.jpg
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,7.55,Drama,"The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta.

(Source: ANN)",Movie,1.0,"Dec 20, 1997",UNKNOWN,Finished Airing,"Fuji TV, Sony Music Entertainment","ADV Films, Aniplex of America",Gallop,Manga,1 hr 31 min,R - 17+ (violence & profanity),1567.0,2885,88,26859.0,50732,https://cdn.myanimelist.net/images/anime/4/47845.jpg
47,Akira,Akira,AKIRA（アキラ）,8.16,"Action, Adventure, Horror, Sci-Fi, Supernatural","Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.",Movie,1.0,"Jul 16, 1988",UNKNOWN,Finished Airing,"Mainichi Broadcasting System, Kodansha, Toho, Streamline Pictures","Funimation, Bandai Entertainment, Geneon Entertainment USA",Tokyo Movie Shinsha,Manga,2 hr 4 min,R+ - Mild Nudity,389.0,208,12961,485580.0,804581,https://cdn.myanimelist.net/images/anime/1408/114012.jpg
48,.hack//Sign,.hack//Sign,.hack//SIGN,6.95,"Adventure, Fantasy, Mystery","A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.

As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.",TV,26.0,"Apr 4, 2002 to Sep 26, 2002",spring 2002,Finished Airing,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,Original,24 min per ep,PG-13 - Teens 13 or older,4172.0,1243,1343,83009.0,178659,https://cdn.myanimelist.net/images/anime/1443/94665.jpg
49,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,7.29,"Comedy, Romance, Supernatural","When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.",OVA,5.0,"Feb 21, 1993 to May 17, 1994",UNKNOWN,Finished Airing,"Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AnimEigo,AIC,Manga,30 min per ep,PG-13 - Teens 13 or older,2542.0,2832,246,26400.0,52627,https://cdn.myanimelist.net/images/anime/11/71215.jpg
50,Aa! Megami-sama! (TV),Ah! My Goddess,ああっ女神さまっ,7.32,"Comedy, Romance, Supernatural","In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.

Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.",TV,24.0,"Jan 7, 2005 to Jul 8, 2005",winter 2005,Finished Airing,"Bandai Visual, TBS, Imagine","Media Blasters, NYAV Post",AIC,Manga,24 min per ep,PG-13 - Teens 13 or older,2407.0,1392,1115,76377.0,155745,https://cdn.myanimelist.net/images/anime/1976/99376.jpg
51,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,6.27,"Action, Drama, Romance, Supernatural","Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down.

Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself.

As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?",OVA,3.0,"May 25, 2000 to Aug 25, 2000",UNKNOWN,Finished Airing,"Bandai Visual, Lantis, Audio Tanaka",Media Blasters,Hal Film Maker,Manga,29 min per ep,R+ - Mild Nudity,7564.0,2958,182,26701.0,48258,https://cdn.myanimelist.net/images/anime/11/45208.jpg
52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,7.26,"Award Winning, Comedy, Drama, Sci-Fi, Sports","12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.",TV,26.0,"Apr 1, 2001 to Sep 23, 2001",spring 2001,Finished Airing,"Dentsu, TV Tokyo Music","ADV Films, Sentai Filmworks",Bones,Manga,24 min per ep,PG-13 - Teens 13 or older,2727.0,2707,291,28552.0,57259,https://cdn.myanimelist.net/images/anime/1192/113699.jpg
53,Ai Yori Aoshi,Ai Yori Aoshi,藍より青し,7.11,"Comedy, Drama, Romance","Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kaoru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.",TV,24.0,"Apr 11, 2002 to Sep 26, 2002",spring 2002,Finished Airing,"Movic, Fuji TV, Pioneer LDC, Cosmic Ray","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,23 min per ep,PG-13 - Teens 13 or older,3471.0,1839,447,52942.0,108460,https://cdn.myanimelist.net/images/anime/7/10172.jpg
54,Appleseed (Movie),UNKNOWN,アップルシード,7.06,"Action, Drama, Sci-Fi","Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. 

(Source: ANN)",Movie,1.0,"Apr 17, 2004",UNKNOWN,Finished Airing,"Mainichi Broadcasting System, Toho, TYO Animations, TYO","Sentai Filmworks, Geneon Entertainment USA",Digital Frontier,Manga,1 hr 45 min,R - 17+ (violence & profanity),3723.0,2370,170,41210.0,72186,https://cdn.myanimelist.net/images/anime/9/57231.jpg
